BPk,Bk,E0k,V0k,code,element,exchange,kpoints,sBPk,sBPk_err,sBk,sBk_err,sE0k,sE0k_err,sV0k,sV0k_err,structure
5.66710786879,87.7254079627,-2.68654583452,17.9706803217,VASP,Ag,PBE,287496.0,-1.44699333703,5.66799603782,-0.0566977439312,0.0789126622352,0.000483321334054,5.80118831564e-06,0.00251192130949,0.000563300078358,bcc
5.67007742395,87.7306396495,-2.68654589839,17.9707046729,VASP,Ag,PBE,314432.0,-1.39535172444,5.67096512789,-0.0507374176565,0.0790112470967,0.000485698774282,5.8084734032e-06,0.00264743019681,0.000564009289828,bcc
5.65707343324,87.7339135616,-2.6865469828,17.9708019484,VASP,Ag,PBE,343000.0,-1.62149571395,5.65796317745,-0.0470075337934,0.078928635959,0.000526063599804,5.8023643441e-06,0.0031887446025,0.000563413838171,bcc
6.61802121964,73.1085531589,-2.63908131742,18.3878602631,VASP,Ag,PBE,64.0,2.23761499965,6.62212943681,-19.1230865719,0.795849360365,-2.88680174575,2.35820681602e-05,3.14922926861,0.00237090404395,fcc
6.28249513623,86.9784897894,-2.71253137527,17.8873143277,VASP,Ag,PBE,216.0,-2.94571479018,6.28682261171,-3.77935980321,0.226972203273,-0.183978614522,1.54151038752e-05,0.341348051914,0.00140419871224,fcc
6.05760893672,88.830630643,-2.71628451229,17.8352532038,VASP,Ag,PBE,512.0,-6.41983914274,6.06209695109,-1.73041437897,0.189649992433,-0.0458702745914,1.37584820299e-05,0.049304022192,0.00127900073356,fcc
5.90387519534,89.5385194144,-2.71838253903,17.8139382114,VASP,Ag,PBE,1000.0,-8.7947742694,5.90847998528,-0.947306843582,0.183716211063,0.0313331391646,1.34050017969e-05,-0.0702653569277,0.00124746060701,fcc
5.46253157052,91.9602353556,-2.71802323315,17.825601775,VASP,Ag,PBE,1728.0,-15.6128121843,5.4675080771,1.73173551282,0.267918935474,0.0181113627116,1.92879028775e-05,-0.00483699425633,0.00177732761999,fcc
5.84038087474,90.3834533171,-2.71812621741,17.8316719004,VASP,Ag,PBE,2744.0,-9.7756577826,5.84503568648,-0.012592051002,0.181041590256,0.021900988465,1.32119301786e-05,0.0292142084978,0.0012284284886,fcc
5.71218580426,90.7160291644,-2.71810828985,17.8286186976,VASP,Ag,PBE,4096.0,-11.7560621701,5.71694499507,0.355322602602,0.180590514127,0.0212412884459,1.31833248506e-05,0.0120868476098,0.00122579977582,fcc
5.79336262189,90.3663206761,-2.7178911813,17.8291409636,VASP,Ag,PBE,5832.0,-10.5020129683,5.79805518109,-0.031545170185,0.178528183889,0.0132521043118,1.30385126319e-05,0.0150165709853,0.00121236380262,fcc
5.81846356993,90.4457055681,-2.71790156141,17.8278244816,VASP,Ag,PBE,8000.0,-10.1142443324,5.82313590163,0.0562749925774,0.178247831268,0.0136340729748,1.3018802058e-05,0.00763158392887,0.00121051609907,fcc
5.84399651103,90.4523396202,-2.71780064745,17.8275773841,VASP,Ag,PBE,10648.0,-9.71980210925,5.84864844517,0.0636139650799,0.178585160811,0.00992063012913,1.30429298504e-05,0.00624545674782,0.00121279279915,fcc
5.87960636151,90.5370761043,-2.71774105788,17.8274129473,VASP,Ag,PBE,13824.0,-9.16968810045,5.88423014341,0.15735436876,0.178338277095,0.00772784675746,1.30253034791e-05,0.00532302574252,0.00121112840921,fcc
5.81780971336,90.5358907105,-2.71766511522,17.8281855833,VASP,Ag,PBE,17576.0,-10.1243453481,5.82248256975,0.156043017511,0.178665355495,0.00493330063615,1.30486192942e-05,0.00965723351801,0.00121332105469,fcc
5.80429693417,90.6158237525,-2.71764056065,17.8279534202,VASP,Ag,PBE,21952.0,-10.3330957086,5.80898066052,0.244469575508,0.178335211318,0.00402973876891,1.30250677422e-05,0.00835488274915,0.00121110342858,fcc
5.86002974559,90.4542432474,-2.71753746823,17.8281450139,VASP,Ag,PBE,27000.0,-9.47211483121,5.86466896197,0.0657198676537,0.17837085809,0.000236132837827,1.30276190052e-05,0.00942965380703,0.00121134863934,fcc
5.82390043165,90.3860083513,-2.71752371789,17.8296822562,VASP,Ag,PBE,32768.0,-10.0302537017,5.82856840503,-0.00976552422834,0.17825774701,-0.00026985356852,1.30195613657e-05,0.018053026149,0.00121059133026,fcc
5.76465990618,90.3706315279,-2.71748386165,17.8301328049,VASP,Ag,PBE,39304.0,-10.9454230302,5.76937581097,-0.0267762564183,0.178959948067,-0.00173648768821,1.30696621458e-05,0.0205804410639,0.00121532206867,fcc
5.79420931,90.2820150909,-2.7174821581,17.830761632,VASP,Ag,PBE,46656.0,-10.4889330204,5.79890118405,-0.124808888533,0.179474945205,-0.00179917521212,1.31059484134e-05,0.0241079329878,0.00121874066581,fcc
5.87365129801,90.3305316654,-2.71748491768,17.8301470837,VASP,Ag,PBE,54872.0,-9.2616841018,5.87827976409,-0.0711370454589,0.178648989916,-0.00169762785985,1.30474931876e-05,0.0206605398773,0.0012132318715,fcc
5.85641365655,90.3172890691,-2.71749108787,17.8302126621,VASP,Ag,PBE,64000.0,-9.52797749867,5.86105573518,-0.0857867719915,0.178333019611,-0.00147057662503,1.30249325841e-05,0.0210284110285,0.00121110013935,fcc
5.85475580779,90.3182929481,-2.71749644224,17.8299177372,VASP,Ag,PBE,74088.0,-9.55358855338,5.85939919984,-0.0846762230134,0.178361767623,-0.00127354578551,1.30269897262e-05,0.0193739890131,0.00121129491188,fcc
5.85039200456,90.3364349674,-2.7175124949,17.8298160765,VASP,Ag,PBE,85184.0,-9.6210021835,5.85503885737,-0.0646064711272,0.178289787753,-0.0006828383591,1.3021854195e-05,0.0188037092666,0.00121080907124,fcc
5.86682489799,90.3924375007,-2.71752162104,17.8292840727,VASP,Ag,PBE,97336.0,-9.36714082887,5.87145874532,-0.00265322704269,0.178305200094,-0.000347013622301,1.30229361448e-05,0.0158193606947,0.00121090897647,fcc
5.83278803053,90.3798607661,-2.71752745654,17.829528667,VASP,Ag,PBE,110592.0,-9.89295482013,5.83744889685,-0.016566338777,0.178396633137,-0.000132278316579,1.30294638434e-05,0.0171914464855,0.00121152562341,fcc
5.85148581992,90.4053618771,-2.71753825226,17.8291566056,VASP,Ag,PBE,125000.0,-9.60410452341,5.85613180478,0.0116444662778,0.178292288958,0.000264983843191,1.3022019915e-05,0.0151043169787,0.0012108225144,fcc
5.84484958105,90.4132210081,-2.7175384584,17.8290599413,VASP,Ag,PBE,140608.0,-9.70662357123,5.84950083677,0.0203386918909,0.178243498846,0.000272569353816,1.30185375962e-05,0.0145620650484,0.00121049392188,fcc
5.84323456343,90.4398286094,-2.71754343446,17.8290728043,VASP,Ag,PBE,157464.0,-9.73157295475,5.84788710369,0.0497735607354,0.178282461041,0.00045567884182,1.30213125334e-05,0.0146342217517,0.00121075479089,fcc
5.82354637895,90.439408603,-2.71754181571,17.8290638355,VASP,Ag,PBE,175616.0,-10.0357232375,5.8282146359,0.0493089252974,0.17833394769,0.000396111849524,1.30249837678e-05,0.0145839100801,0.00121110077957,fcc
5.84291420051,90.4337833267,-2.71753975915,17.8288626136,VASP,Ag,PBE,195112.0,-9.73652203846,5.84756699567,0.0430859190815,0.178270606965,0.000320434513267,1.30204712971e-05,0.0134551279525,0.00121067586913,fcc
5.82609452301,90.4152970979,-2.71753403715,17.8289924068,VASP,Ag,PBE,216000.0,-9.99635857513,5.83076073984,0.0226353826096,0.178262192767,0.000109875747067,1.30198670466e-05,0.0141832209752,0.00121061904593,fcc
5.85397726596,90.417297511,-2.71753285878,17.8288535367,VASP,Ag,PBE,238328.0,-9.56561575271,5.85862127506,0.0248483554594,0.178333697445,6.65138742278e-05,1.30249608624e-05,0.013404210098,0.00121109886064,fcc
5.8428265292,90.372794975,-2.71752457366,17.8290454434,VASP,Ag,PBE,262144.0,-9.73787641695,5.84747939412,-0.024382925982,0.178236753839,-0.000238362806094,1.30180546314e-05,0.0144807369903,0.00121044884567,fcc
5.82113504512,90.3885875079,-2.71752462739,17.8293561914,VASP,Ag,PBE,287496.0,-10.0729744055,5.82580523428,-0.00691231190205,0.178254657305,-0.000236385634017,1.30193292727e-05,0.0162239208343,0.00121056879879,fcc
5.82137513126,90.3873053076,-2.7175221241,17.8294064879,VASP,Ag,PBE,314432.0,-10.0692654668,5.82604512797,-0.00833075613762,0.178249263352,-0.000328502076118,1.30189479058e-05,0.016506065539,0.00121053303582,fcc
5.81680752452,90.3884289118,-2.71752233177,17.8295585753,VASP,Ag,PBE,343000.0,-10.1398275282,5.82148118536,-0.00708776012588,0.17816621224,-0.000320860339473,1.30130252409e-05,0.0173592212348,0.00120997422456,fcc
5.85283700075,87.2560781512,-2.66703344135,18.0544768403,VASP,Ag,PBE,16.0,11.4136867346,5.91222590319,-2.44074544548,0.70881147285,-1.72072583777,5.22543285273e-05,1.03222464395,0.00491091008655,hcp
5.40062071888,93.1422366918,-2.73432149672,17.8610519832,VASP,Ag,PBE,36.0,2.8053685536,5.4649261955,4.1404492584,0.731913601946,0.758816090514,5.3605959144e-05,-0.0501741308313,0.00500656077512,hcp
5.86954486392,91.4493877211,-2.719465074,17.8982509553,VASP,Ag,PBE,72.0,11.7317349961,5.92876640479,2.24770909454,0.697412668144,0.211361971917,5.13967109202e-05,0.157990023472,0.00482213951838,hcp
5.93254048483,90.4565808782,-2.7173047828,17.8922045669,VASP,Ag,PBE,128.0,12.9309097508,5.99113935552,1.13767186207,0.696153930315,0.13175597694,5.13333698512e-05,0.124154644354,0.00481769587668,hcp
5.76478301329,90.2531074128,-2.71968414394,17.8552368823,VASP,Ag,PBE,162.0,9.73750484655,5.82506973035,0.910172299588,0.69560192391,0.219434624515,5.13052390463e-05,-0.0827152335825,0.00481566332307,hcp
5.76613086864,90.3392608562,-2.71795285146,17.8486525598,VASP,Ag,PBE,243.0,9.76316240956,5.82640363924,1.00649872048,0.694620371379,0.1556370861,5.12365147379e-05,-0.119560873047,0.00480925580318,hcp
5.71734094143,90.1798224158,-2.71592551051,17.8549225891,VASP,Ag,PBE,363.0,8.83440501109,5.77812267208,0.82823382804,0.694401458905,0.0809302624902,5.12207953127e-05,-0.0844740074425,0.00480777923866,hcp
5.76471415603,90.1262063001,-2.71467911098,17.859509246,VASP,Ag,PBE,507.0,9.73619409057,5.82500158573,0.768286734399,0.694230318313,0.0350008644,5.12085250714e-05,-0.0588072346159,0.00480661939495,hcp
5.76696023343,89.9536895893,-2.71404658298,17.8601363383,VASP,Ag,PBE,900.0,9.7789500675,5.82722442566,0.575399292606,0.69421410756,0.011692423016,5.1207428449e-05,-0.0552980479541,0.00480652228677,hcp
5.75152236759,89.7331450439,-2.71380088371,17.8638458467,VASP,Ag,PBE,1156.0,9.48507727581,5.81194663757,0.328812901106,0.694297850922,0.00263848840395,5.1213471273e-05,-0.0345397682754,0.00480710493368,hcp
5.76348794988,89.8394199345,-2.71390892558,17.863862152,VASP,Ag,PBE,1300.0,9.71285222268,5.82378807319,0.447636704855,0.694204976203,0.00661979464827,5.12067501544e-05,-0.0344485243936,0.00480645812493,hcp
5.81320710078,89.8039387999,-2.71372893792,17.8653850885,VASP,Ag,PBE,1624.0,10.6592981774,5.87299676227,0.4079659665,0.694688710077,-1.26895744696e-05,5.1241855333e-05,-0.0259262245601,0.0048098268736,hcp
5.72408500602,89.9423114422,-2.7137495161,17.8661721932,VASP,Ag,PBE,2425.0,8.9627839664,5.78479587619,0.56267761659,0.69413169639,0.000745609531318,5.12014499337e-05,-0.021521613689,0.00480595035566,hcp
5.79231668072,89.9069890553,-2.71369639314,17.8662962644,VASP,Ag,PBE,2909.0,10.2616314193,5.85231977107,0.52318437088,0.694161576717,-0.00121195367125,5.12036243493e-05,-0.0208273156569,0.00480615900404,hcp
5.74564735529,89.9450710489,-2.7137400238,17.866716834,VASP,Ag,PBE,4062.0,9.37324146362,5.80613276669,0.565763077002,0.69417851932,0.00039582138763,5.12048658939e-05,-0.0184738229921,0.00480627815073,hcp
5.74866244822,89.9486699575,-2.7137395925,17.8672025281,VASP,Ag,PBE,4738.0,9.43063629948,5.80911646609,0.569786943833,0.694124731836,0.000379928327252,5.12009463041e-05,-0.0157558957643,0.00480590223609,hcp
5.75342900349,89.9874925256,-2.71376075835,17.8672739121,VASP,Ag,PBE,6307.0,9.52137169756,5.81383345747,0.613193671283,0.694115237283,0.00115988261084,5.12002573653e-05,-0.0153564330078,0.0048058362606,hcp
5.74570664776,89.9723304118,-2.71375742469,17.8674386447,VASP,Ag,PBE,7207.0,9.37437014582,5.80619144149,0.596241218865,0.694120836582,0.00103703851007,5.12006666126e-05,-0.0144345954329,0.00480587559189,hcp
5.74399489421,90.0044548671,-2.71375948667,17.8672203662,VASP,Ag,PBE,9256.0,9.34178547376,5.804497525,0.632158922004,0.69415885779,0.00111302161416,5.12033263781e-05,-0.0156560740077,0.00480612419591,hcp
5.7914471087,89.9581017548,-2.71375114989,17.8671384692,VASP,Ag,PBE,11637.0,10.2450783827,5.85145911597,0.580332445495,0.694129911429,0.00080581390208,5.12012658348e-05,-0.0161143672296,0.00480592968085,hcp
5.72943333337,89.9853582188,-2.71374315037,17.8677595448,VASP,Ag,PBE,14449.0,9.06459388652,5.79008812494,0.610807346092,0.694172094346,0.000511034441011,5.12042576681e-05,-0.0126388493831,0.00480621184767,hcp
5.76382846428,90.0001034739,-2.71373161717,17.8675738567,VASP,Ag,PBE,17650.0,9.71933420139,5.82412506208,0.627293717284,0.694109437355,8.60399903556e-05,5.11998146172e-05,-0.0136779539378,0.00480579272188,hcp
5.74004008304,90.0003105559,-2.71373101233,17.8675965892,VASP,Ag,PBE,23287.0,9.26650230896,5.8005839644,0.62752525151,0.694122464166,6.37520285758e-05,5.12007890067e-05,-0.0135507432215,0.00480588745915,hcp
5.77363299769,89.9881872958,-2.71373013628,17.8673445339,VASP,Ag,PBE,27612.0,9.90597176097,5.83382825983,0.613970479799,0.694114147336,3.14696790011e-05,5.12001802562e-05,-0.0149612359655,0.00480582901242,hcp
5.75395049161,89.9607409994,-2.71372273335,17.8677098429,VASP,Ag,PBE,35113.0,9.53129866363,5.81434952793,0.583283331443,0.694108701291,-0.000241325845371,5.11997807864e-05,-0.0129169794706,0.00480579061729,hcp
5.74547653684,89.9667953951,-2.71372166035,17.8678558489,VASP,Ag,PBE,43862.0,9.36998979035,5.80596372779,0.590052628762,0.694112761212,-0.000280865355654,5.12000782176e-05,-0.0120999354017,0.00480581921785,hcp
5.75423377518,89.9842608452,-2.71372399814,17.8679146122,VASP,Ag,PBE,53955.0,9.53669120529,5.81462986892,0.609580394839,0.694109619572,-0.000194718550044,5.11998480998e-05,-0.0117710976428,0.00480579706261,hcp
5.75894463986,89.987558501,-2.71372731424,17.8678777979,VASP,Ag,PBE,69712.0,9.62636648605,5.81929184163,0.613267437033,0.69411011478,-7.25215963461e-05,5.11998843797e-05,-0.011977109077,0.00480580054494,hcp
4.03216848453,85.9129347172,-3.70274286557,16.1533513583,VASP,Al,PBE,64.0,-10.3483782969,4.05490372488,24.8308564467,0.834202792889,1.43442038982,4.68211788063e-05,-4.49675911511,0.00448749016032,bcc
1.77405812478,111.572330567,-3.69225086441,16.8490261734,VASP,Al,PBE,216.0,-60.555421111,1.82514212063,62.1137681572,41.0427170674,1.14699830991,0.00111182393177,-0.383730309575,0.0616971156864,bcc
4.37693386067,69.4936250982,-3.65299881659,16.9186782937,VASP,Al,PBE,1000.0,-2.682831781,4.39788716898,0.97372144429,0.269744534887,0.0717119978551,1.87214707711e-05,0.0280729794947,0.00230321815996,bcc
4.28124632545,68.6371489955,-3.64961405245,16.9019349994,VASP,Al,PBE,1728.0,-4.81035763763,4.30266564232,-0.270731975654,0.269577311662,-0.0210115859238,1.87203659623e-05,-0.0709181728342,0.00230338198613,bcc
4.45849211926,69.1965094737,-3.65089721375,16.9081909576,VASP,Al,PBE,4096.0,-0.86945761918,4.47906390978,0.542014647255,0.297859802755,0.0141398483144,2.01264270131e-05,-0.0339311557038,0.00244959679766,bcc
4.65229047415,69.0131914261,-3.65018734331,16.9075056401,VASP,Al,PBE,5832.0,3.43947363356,4.67200900966,0.275654884763,0.274448766365,-0.00530662664961,1.89934701981e-05,-0.0379829493188,0.00233378491935,bcc
4.56277546145,68.7590717856,-3.65060008743,16.9159362225,VASP,Al,PBE,8000.0,1.44918823586,4.58287916511,-0.0935790665999,0.274698823102,0.00600025102352,1.90205932514e-05,0.0118610692803,0.00233786346012,bcc
4.36102429404,69.1246268484,-3.65038064959,16.9106133885,VASP,Al,PBE,10648.0,-3.0365666148,4.38205367649,0.437569726244,0.269309685702,-1.11170280674e-05,1.87173404755e-05,-0.0196090504684,0.00230358717002,bcc
4.45431733906,68.8484421647,-3.65061421676,16.9151987268,VASP,Al,PBE,13824.0,-0.962280083434,4.47490832169,0.0362754308006,0.271670722676,0.00638731568821,1.8862302326e-05,0.00750078349363,0.00232069635943,bcc
4.40545062541,68.8896894986,-3.65031971075,16.9113302748,VASP,Al,PBE,17576.0,-2.04878729242,4.4262689416,0.0962075008027,0.276076287086,-0.00168050000388,1.91417488811e-05,-0.0153706132745,0.00235415280896,bcc
4.42143210346,68.9982276815,-3.65051545137,16.9132872221,VASP,Al,PBE,21952.0,-1.69345357322,4.44217552286,0.253912674898,0.269213960616,0.00368169704576,1.87122320861e-05,-0.00380058009037,0.00230303559631,bcc
4.37398164932,69.0596735741,-3.65042686473,16.9126563767,VASP,Al,PBE,27000.0,-2.74847153204,4.39494903258,0.343193100869,0.269709472903,0.00125491916295,1.8744420427e-05,-0.00753031880692,0.00230691646388,bcc
4.35521459314,68.8824457236,-3.65048360346,16.9151884967,VASP,Al,PBE,32768.0,-3.1657400632,4.37627189314,0.0856823495588,0.269350316994,0.0028092426417,1.8721241458e-05,0.0074403000034,0.00230413970611,bcc
4.41187708826,69.0024176827,-3.6504409267,16.9132980381,VASP,Al,PBE,39304.0,-1.90590069963,4.43266522223,0.260000715527,0.269631066309,0.00164013840263,1.87399885307e-05,-0.00373663304904,0.00230642762818,bcc
4.40829976328,69.0235355106,-3.65043914422,16.9134923597,VASP,Al,PBE,46656.0,-1.98543928725,4.42910468755,0.290684762794,0.270073415985,0.00159130831804,1.87697001163e-05,-0.00258774785395,0.00231006995261,bcc
4.43603433857,68.927049063,-3.6504093274,16.9134829856,VASP,Al,PBE,54872.0,-1.36878607406,4.45670979349,0.150490670564,0.269593766709,0.00077449434582,1.87379799487e-05,-0.00264316990353,0.00230621829027,bcc
4.40755703839,68.8903152235,-3.65039816528,16.9141340714,VASP,Al,PBE,64000.0,-2.00195310372,4.42836545207,0.0971166744105,0.269226148525,0.000468714739618,1.87133561187e-05,0.00120623587135,0.00230319433502,bcc
4.46243759459,68.8969283987,-3.65042090876,16.9140485477,VASP,Al,PBE,74088.0,-0.781733541547,4.48299127994,0.106725568928,0.269502965399,0.0010917588144,1.8732118496e-05,0.000700594762805,0.00230551389847,bcc
4.48195855297,68.9642948685,-3.6504240849,16.9128680372,VASP,Al,PBE,85184.0,-0.347702676278,4.50242312549,0.204608549479,0.269317385539,0.00117876732412,1.87196494396e-05,-0.00627892120785,0.00230397539413,bcc
4.44975724784,68.8923195017,-3.65042257626,16.913440836,VASP,Al,PBE,97336.0,-1.06366959004,4.47036923476,0.100028875816,0.269366817391,0.00113743884293,1.8723051762e-05,-0.00289237082065,0.00230440321932,bcc
4.48086707628,68.9111102588,-3.65041015886,16.9128264269,VASP,Al,PBE,110592.0,-0.37197067398,4.50133661102,0.127331706441,0.269583866524,0.00079727166072,1.87379312105e-05,-0.00652493333203,0.00230625193513,bcc
4.43762132483,68.9487236047,-3.6504112355,16.9139906998,VASP,Al,PBE,125000.0,-1.33350086889,4.45828942006,0.181983618786,0.269350306436,0.000826765709655,1.87219752329e-05,0.000358581347914,0.00230426958748,bcc
4.43871605124,68.9585505602,-3.65042025308,16.9134197671,VASP,Al,PBE,140608.0,-1.30916061664,4.45937907269,0.196262112128,0.269331159263,0.0010737969012,1.87207123338e-05,-0.00301693596738,0.00230411520811,bcc
4.45230939128,68.9131140496,-3.65042096606,16.9133500954,VASP,Al,PBE,157464.0,-1.00692498753,4.47290961747,0.130243199515,0.269387625466,0.00109332848272,1.87246165876e-05,-0.0034288551832,0.00230460540093,bcc
4.46200815766,68.9646049323,-3.65041674598,16.9131165074,VASP,Al,PBE,175616.0,-0.791281683405,4.48256381209,0.205059069971,0.269326250812,0.00097772205542,1.87204355528e-05,-0.00480989422959,0.00230408416936,bcc
