,bz_integration,calculations_type,code,element,exchange,extrapolate,extrapolate_err,k-point,pade_order,perc_precisions,precision,property,structure,value,UID
23,TetraBloechl,allKp_without_spin,VASP,Al,PBE,33.2677051959087,9.9265655259077e-05,2048.0,1.0,15.887255387916145,15.887255387916145,v0,hcp,38.55303048208176,23
24,TetraBloechl,allKp_without_spin,VASP,Au,PBE,136.365270265211,0.0009679984917706,262144.0,1.0,6.834853689093822,6.834853689093822,B,bcc,145.68563697057553,24
25,TetraBloechl,allKp_without_spin,VASP,Au,PBE,-3.2000067297759105,9.61881201115987e-08,262144.0,1.0,0.9242635974972953,-0.9242635974972953,E0,bcc,-3.170430232455128,25
26,TetraBloechl,allKp_without_spin,VASP,Au,PBE,5.99040497679874,0.000425202316566819,262144.0,1.0,84.34913400807301,-84.34913400807301,dB,bcc,0.937550255292496,26
27,TetraBloechl,allKp_without_spin,VASP,Au,PBE,18.014275734427898,6.9024313412532885e-06,262144.0,1.0,0.9559525985168028,0.9559525985168028,v0,bcc,18.186483671415147,27
28,TetraBloechl,allKp_without_spin,VASP,Au,PBE,137.171768338184,0.00544244202139382,2048.0,1.0,4.536606757089059,-4.536606757089059,B,hcp,130.94882462693542,28
29,TetraBloechl,allKp_without_spin,VASP,Au,PBE,137.171768338184,0.00544244202139382,23328.0,1.0,0.896280076484819,0.896280076484819,B,hcp,138.40121156836105,29
30,TetraBloechl,allKp_without_spin,VASP,Au,PBE,-6.4297260524356785,3.863437021938749e-06,2048.0,1.0,3.278557602980133,-3.278557602980133,E0,hcp,-6.218923780092754,30
31,TetraBloechl,allKp_without_spin,VASP,Au,PBE,-6.4297260524356785,3.863437021938749e-06,23328.0,1.0,0.539274772400538,-0.539274772400538,E0,hcp,-6.395052161900429,31
32,TetraBloechl,allKp_without_spin,VASP,Au,PBE,5.85024615846614,0.0017993491088069602,2048.0,1.0,17.108782502334993,-17.108782502334993,dB,hcp,4.84934026736296,32
33,TetraBloechl,allKp_without_spin,VASP,Au,PBE,5.85024615846614,0.0017993491088069602,23328.0,1.0,0.9155136929416088,0.9155136929416088,dB,hcp,5.903805963117688,33
34,TetraBloechl,allKp_without_spin,VASP,Au,PBE,35.967967109374,4.0918194053851e-05,2048.0,2.0,1.7126939477696148,1.7126939477696148,v0,hcp,36.583988305192015,34
35,TetraBloechl,allKp_without_spin,VASP,Au,PBE,35.967967109374,4.0918194053851e-05,23328.0,2.0,0.09365920429086268,-0.09365920429086268,v0,hcp,35.934279797579755,35
36,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,43.615904530307894,0.0165058948283478,32.0,1.0,52.75054770074239,-52.75054770074239,B,hcp,20.608276005937565,36
37,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,43.615904530307894,0.0165058948283478,2048.0,1.0,13.078071435582832,13.078071435582832,B,hcp,49.32002368205717,37
38,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,43.615904530307894,0.0165058948283478,23328.0,1.0,3.2140588024838452,3.2140588024838452,B,hcp,45.01774534914721,38
39,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,-1.49175264624655,1.5283063658344e-05,32.0,1.0,6.744058281699856,6.744058281699856,E0,hcp,-1.5923573141282172,39
40,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,-1.49175264624655,1.5283063658344e-05,2048.0,1.0,5.470463654472632,5.470463654472632,E0,hcp,-1.5733584325741012,40
41,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,-1.49175264624655,1.5283063658344e-05,23328.0,1.0,0.9390536495536256,0.9390536495536256,E0,hcp,-1.505761003913441,41
42,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,6.8316075978381,0.00933386045047936,32.0,1.0,4.029060691229228,4.029060691229228,dB,hcp,7.106857214141624,42
43,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,6.8316075978381,0.00933386045047936,2048.0,1.0,9.646304747282986,-9.646304747282986,dB,hcp,6.172609909812097,43
44,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,6.8316075978381,0.00933386045047936,23328.0,1.0,12.625302814829107,-12.625302814829107,dB,hcp,5.969096451490167,44
45,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,46.0177095833805,0.00077796292755175,32.0,1.0,3.0198452815627115,3.0198452815627115,v0,hcp,47.40737321491745,45
46,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,46.0177095833805,0.00077796292755175,2048.0,1.0,0.13616772285337794,-0.13616772285337794,v0,hcp,45.95504831613153,46
47,TetraBloechl,allKp_without_spin,VASP,Cd,PBE,46.0177095833805,0.00077796292755175,23328.0,1.0,3.604308681960023,3.604308681960023,v0,hcp,47.67632988513344,47
48,TetraBloechl,allKp_without_spin,VASP,Co,PBE,251.62587636693402,0.16291730843047594,32.0,1.0,17.759154791079663,-17.759154791079663,B,hcp,206.93924748851947,48
49,TetraBloechl,allKp_without_spin,VASP,Co,PBE,251.62587636693402,0.16291730843047594,23328.0,1.0,0.9135860359162824,-0.9135860359162824,B,hcp,249.32705749769366,49
50,TetraBloechl,allKp_without_spin,VASP,Co,PBE,-13.6384150871109,2.5101137537116903e-06,32.0,1.0,13.712962980900096,-13.712962980900096,E0,hcp,-11.768184275033887,50
51,TetraBloechl,allKp_without_spin,VASP,Co,PBE,-13.6384150871109,2.5101137537116903e-06,23328.0,1.0,0.2187097672617908,-0.2187097672617908,E0,hcp,-13.608586541215685,51
52,TetraBloechl,allKp_without_spin,VASP,Co,PBE,4.78459245836874,0.030632443868982,32.0,1.0,0.7731138630115,-0.7731138630115,dB,hcp,4.747602110784488,52
53,TetraBloechl,allKp_without_spin,VASP,Co,PBE,4.78459245836874,0.030632443868982,23328.0,1.0,1.538135502833645,1.538135502833645,dB,hcp,4.858185973636808,53
54,TetraBloechl,allKp_without_spin,VASP,Co,PBE,20.5737792531801,0.000191938009904656,32.0,1.0,7.683903480252397,7.683903480252397,v0,hcp,22.154648593234647,54
55,TetraBloechl,allKp_without_spin,VASP,Co,PBE,20.5737792531801,0.000191938009904656,23328.0,1.0,0.3494773536448467,0.3494773536448467,v0,hcp,20.645679952458845,55
56,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,241.69280541602,0.00647338126263803,19683.0,1.0,1.5754705854901239,-1.5754705854901239,B,fcc,237.88500635944473,56
57,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,-9.09157343297176,5.32178191476961e-07,19683.0,1.0,1.6683054879559918,-1.6683054879559918,E0,fcc,-8.939898214447943,57
58,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,4.22626990623006,0.0009676208507372947,19683.0,1.0,1.498917640411585,-1.498917640411585,dB,fcc,4.162921601074172,58
59,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,11.739708814891,2.67951807656507e-06,19683.0,1.0,1.7343085185656366,1.7343085185656366,v0,fcc,11.943311584922455,59
60,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,239.906038667057,0.0051589213560071295,32.0,1.0,4.2072267555674125,4.2072267555674125,B,hcp,249.99942971407933,60
61,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,239.906038667057,0.0051589213560071295,2048.0,1.0,0.2991962755771899,0.2991962755771899,B,hcp,240.6238285996336,61
62,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,-18.166614957636398,2.53898514527548e-06,32.0,1.0,11.607604641262045,11.607604641262045,E0,hcp,-20.275323798619205,62
63,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,-18.166614957636398,2.53898514527548e-06,2048.0,1.0,0.1224884128002129,-0.1224884128002129,E0,hcp,-18.144362959315266,63
64,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,4.242184510135839,0.00141744036764436,32.0,1.0,6.711089074726063,6.711089074726063,dB,hcp,4.526881291325287,64
65,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,4.242184510135839,0.00141744036764436,2048.0,1.0,7.339891678044834,-7.339891678044834,dB,hcp,3.930812762309072,65
66,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,23.549804398101802,4.71475321717192e-05,32.0,1.0,12.718983801708298,-12.718983801708298,v0,hcp,20.554508591373246,66
67,TetraBloechl,allKp_without_spin,VASP,Cr,PBE,23.549804398101802,4.71475321717192e-05,2048.0,1.0,0.3646981732327417,0.3646981732327417,v0,hcp,23.63569010454157,67
68,TetraBloechl,allKp_without_spin,VASP,Cu,PBE,136.623105706784,0.00678736085842925,2048.0,1.0,2.746489945493088,-2.746489945493088,B,hcp,132.87076584532682,68
69,TetraBloechl,allKp_without_spin,VASP,Cu,PBE,136.623105706784,0.00678736085842925,23328.0,1.0,0.27526959180289706,-0.27526959180289706,B,hcp,136.2470238413965,69
70,TetraBloechl,allKp_without_spin,VASP,Cu,PBE,-7.439804501448997,1.99402018601556e-06,2048.0,1.0,1.8352091744582435,-1.8352091744582435,E0,hcp,-7.303268526676647,70
71,TetraBloechl,allKp_without_spin,VASP,Cu,PBE,-7.439804501448997,1.99402018601556e-06,23328.0,1.0,0.5183109889088053,0.5183109889088053,E0,hcp,-7.47836582573334,71
72,TetraBloechl,allKp_without_spin,VASP,Cu,PBE,5.00087802012468,0.00128285623424285,2048.0,1.0,0.9076461565772752,-0.9076461565772752,dB,hcp,4.9554877429799005,72
73,TetraBloechl,allKp_without_spin,VASP,Cu,PBE,5.00087802012468,0.00128285623424285,23328.0,1.0,0.07870065330100108,0.07870065330100108,dB,hcp,5.004813743797303,73
74,TetraBloechl,allKp_without_spin,VASP,Cu,PBE,24.0470949169557,5.24193717328913e-05,2048.0,1.0,0.8930928916450581,0.8930928916450581,v0,hcp,24.26185781230617,74
75,TetraBloechl,allKp_without_spin,VASP,Cu,PBE,24.0470949169557,5.24193717328913e-05,23328.0,1.0,0.14898854196536426,0.14898854196536426,v0,hcp,24.0829223330575,75
76,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,284.841742091779,0.00283823699524628,19683.0,1.0,10.192763718889344,-10.192763718889344,B,fcc,255.80849634759568,76
77,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,-8.074841658294599,6.191934221087902e-07,19683.0,1.0,8.922257138753974,-8.922257138753974,E0,fcc,-7.35438352199433,77
78,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,4.656359530466442,0.000357345552966548,19683.0,1.0,2.10552391664696,2.10552391664696,dB,fcc,4.754400294025484,78
79,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,10.229783563509699,1.5482553814594801e-06,19683.0,1.0,7.090804480143416,7.090804480143416,v0,fcc,10.95515751474002,79
80,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,288.931055021022,0.0022258480693254108,32.0,1.0,12.340303292110072,-12.340303292110072,B,hcp,253.27608652633447,80
81,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,288.931055021022,0.0022258480693254108,2048.0,1.0,0.2221074080110964,-0.2221074080110964,B,hcp,288.28931774377565,81
82,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,288.931055021022,0.0022258480693254108,23328.0,1.0,0.4837794059094101,0.4837794059094101,B,hcp,290.3288439624905,82
83,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,-16.3073569293028,4.79108127562334e-06,32.0,1.0,9.309254057502017,-9.309254057502017,E0,hcp,-14.789263642690342,83
84,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,-16.3073569293028,4.79108127562334e-06,2048.0,1.0,0.6300312091527808,0.6300312091527808,E0,hcp,-16.410098367345345,84
85,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,-16.3073569293028,4.79108127562334e-06,23328.0,1.0,0.7332173400201801,0.7332173400201801,E0,hcp,-16.42692529800743,85
86,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,4.64007466188638,0.00166319355013167,32.0,1.0,3.502864170424016,3.502864170424016,dB,hcp,4.802610174698522,86
87,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,4.64007466188638,0.00166319355013167,2048.0,1.0,0.2194849345817296,0.2194849345817296,dB,hcp,4.6502589267225645,87
88,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,4.64007466188638,0.00166319355013167,23328.0,1.0,0.3169150381608087,0.3169150381608087,dB,hcp,4.654779756271787,88
89,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,20.3424103491284,1.05346273162248e-05,32.0,1.0,2.3539970690251897,2.3539970690251897,v0,hcp,20.821270092515963,89
90,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,20.3424103491284,1.05346273162248e-05,2048.0,1.0,0.3785021663178583,-0.3785021663178583,v0,hcp,20.265413885275677,90
91,TetraBloechl,allKp_without_spin,VASP,Fe,PBE,20.3424103491284,1.05346273162248e-05,23328.0,1.0,0.4963056834434458,-0.4963056834434458,v0,hcp,20.241449810416288,91
92,TetraBloechl,allKp_without_spin,VASP,Hf,PBE,113.34484292653799,0.0026761049109088,2048.0,1.0,2.4515538972669386,2.4515538972669386,B,hcp,116.12355284065464,92
93,TetraBloechl,allKp_without_spin,VASP,Hf,PBE,113.34484292653799,0.0026761049109088,23328.0,1.0,2.156013285490839,2.156013285490839,B,hcp,115.78857279845288,93
94,TetraBloechl,allKp_without_spin,VASP,Hf,PBE,-19.9158592675338,1.1220662993137699e-06,2048.0,1.0,0.30559787025901425,-0.30559787025901425,E0,hcp,-19.85499682576843,94
95,TetraBloechl,allKp_without_spin,VASP,Hf,PBE,-19.9158592675338,1.1220662993137699e-06,23328.0,1.0,0.5208031285532205,-0.5208031285532205,E0,hcp,-19.812136849390225,95
96,TetraBloechl,allKp_without_spin,VASP,Hf,PBE,3.41900043900352,0.0023144506143987892,2048.0,1.0,1.824337907430173,1.824337907430173,dB,hcp,3.4813745600674646,96
97,TetraBloechl,allKp_without_spin,VASP,Hf,PBE,3.41900043900352,0.0023144506143987892,23328.0,1.0,26.66981341180541,-26.66981341180541,dB,hcp,2.5071594013724727,97
98,TetraBloechl,allKp_without_spin,VASP,Hf,PBE,44.5505757772333,4.25338003921545e-05,2048.0,1.0,0.28076989237464944,-0.28076989237464944,v0,hcp,44.42549117357128,98
99,TetraBloechl,allKp_without_spin,VASP,Hf,PBE,44.5505757772333,4.25338003921545e-05,23328.0,1.0,0.1800118010487789,-0.1800118010487789,v0,hcp,44.47037948339911,99
100,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,7.65649149895018,0.00116412983375398,32.0,1.0,54.91337922831135,-54.91337922831135,B,hcp,3.452053286548247,100
101,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,7.65649149895018,0.00116412983375398,2048.0,1.0,27.075056518780126,-27.075056518780126,B,hcp,5.583492098253824,101
102,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,7.65649149895018,0.00116412983375398,23328.0,1.0,27.932710621071628,-27.932710621071628,B,hcp,5.517825884821477,102
103,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,-0.378287465551444,1.1302351190239805e-05,32.0,1.0,35.82442029763537,-35.82442029763537,E0,hcp,-0.2427681739590221,103
104,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,-0.378287465551444,1.1302351190239805e-05,2048.0,1.0,19.577188617197034,-19.577188617197034,E0,hcp,-0.30422941490522354,104
105,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,-0.378287465551444,1.1302351190239805e-05,23328.0,1.0,17.80615746713225,-17.80615746713225,E0,hcp,-0.3109290037569302,105
106,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,7.737867966105,0.00465084708848821,32.0,1.0,23.528237041735274,-23.528237041735274,dB,hcp,5.9172840490633165,106
107,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,7.737867966105,0.00465084708848821,2048.0,1.0,3.892177716638733,3.892177716638733,dB,hcp,8.039039538824666,107
108,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,7.737867966105,0.00465084708848821,23328.0,1.0,3.15040815738433,3.15040815738433,dB,hcp,7.981642389716799,108
109,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,63.3218882833963,0.00161717737050877,32.0,1.0,36.931041306261065,36.931041306261065,v0,hcp,86.70732100124184,109
110,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,63.3218882833963,0.00161717737050877,2048.0,1.0,10.864991351759453,10.864991351759453,v0,hcp,70.2018059691581,110
111,TetraBloechl,allKp_without_spin,VASP,Hg,PBE,63.3218882833963,0.00161717737050877,23328.0,1.0,10.030037371279166,10.030037371279166,v0,hcp,69.6730973424206,111
112,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,345.427320052105,0.00529149498780665,32.0,1.0,20.998135633881525,-20.998135633881525,B,hcp,272.894022871082,112
113,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,345.427320052105,0.00529149498780665,2048.0,1.0,2.1286820226730283,2.1286820226730283,B,hcp,352.7803693154554,113
114,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,345.427320052105,0.00529149498780665,23328.0,1.0,0.8178125441000708,-0.8178125441000708,B,hcp,342.6023720979702,114
115,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,-17.5504654601007,9.44416169547092e-06,32.0,1.0,17.850650866856608,-17.850650866856608,E0,hcp,-14.417593145309866,115
116,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,-17.5504654601007,9.44416169547092e-06,2048.0,1.0,1.9972985603335365,1.9972985603335365,E0,hcp,-17.901000654067126,116
117,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,-17.5504654601007,9.44416169547092e-06,23328.0,1.0,0.31405746553324226,-0.31405746553324226,E0,hcp,-17.49534691308742,117
118,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,5.159186414094268,0.000643422145013316,32.0,1.0,6.834480036108072,6.834480036108072,dB,hcp,5.511789979591142,118
119,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,5.159186414094268,0.000643422145013316,2048.0,1.0,0.7157241805300565,-0.7157241805300565,dB,hcp,5.122260869409974,119
120,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,5.159186414094268,0.000643422145013316,23328.0,1.0,0.7059820344997852,-0.7059820344997852,dB,hcp,5.122763484884409,120
121,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,29.1689984204955,2.6190262053535503e-05,32.0,1.0,8.620834582591229,8.620834582591229,v0,hcp,31.68360952372507,121
122,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,29.1689984204955,2.6190262053535503e-05,2048.0,1.0,0.8423989681352128,-0.8423989681352128,v0,hcp,28.92327907878587,122
123,TetraBloechl,allKp_without_spin,VASP,Ir,PBE,29.1689984204955,2.6190262053535503e-05,23328.0,1.0,0.4155955237850285,0.4155955237850285,v0,hcp,29.290223472264014,123
124,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,282.22712988802004,0.0011565800959215699,19683.0,1.0,5.002500662082741,-5.002500662082741,B,fcc,268.1087158467947,124
125,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,-8.897062594062609,2.4761022831616004e-07,19683.0,1.0,4.636088438381514,-4.636088438381514,E0,fcc,-8.484586903783706,125
126,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,4.47569259119452,0.000605465435881315,19683.0,1.0,4.125505062120978,4.125505062120978,dB,fcc,4.660337515609223,126
127,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,10.676994123435499,1.94220415232401e-06,19683.0,1.0,4.199049518660998,4.199049518660998,v0,fcc,11.12532639378308,127
128,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,282.703935851416,0.00795842281652585,32.0,1.0,1.9959573659590564,-1.9959573659590564,B,hcp,277.0612858199336,128
129,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,282.703935851416,0.00795842281652585,2048.0,1.0,1.2924513510099669,-1.2924513510099669,B,hcp,279.05012501314604,129
130,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,282.703935851416,0.00795842281652585,23328.0,1.0,0.6710330178204214,-0.6710330178204214,B,hcp,280.80689909917515,130
131,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,-17.855626829604102,5.42500515701815e-06,32.0,1.0,0.9520686322036508,0.9520686322036508,E0,hcp,-18.025624651732105,131
132,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,-17.855626829604102,5.42500515701815e-06,2048.0,1.0,0.0615007951951088,-0.0615007951951088,E0,hcp,-17.844645477116824,132
133,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,-17.855626829604102,5.42500515701815e-06,23328.0,1.0,0.3695232052092114,-0.3695232052092114,E0,hcp,-17.789646145033153,133
134,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,4.46053742752064,0.0017693884790438105,32.0,1.0,3.368346081847867,-3.368346081847867,dB,hcp,4.3102910898513915,134
135,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,4.46053742752064,0.0017693884790438105,2048.0,1.0,1.7209365538987118,1.7209365538987118,dB,hcp,4.537300446611176,135
136,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,4.46053742752064,0.0017693884790438105,23328.0,1.0,0.09144133589363264,-0.09144133589363264,dB,hcp,4.45645865250888,136
137,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,21.282766683125104,3.24816083581445e-05,32.0,1.0,4.437460187945431,-4.437460187945431,v0,hcp,20.338352384668113,137
138,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,21.282766683125104,3.24816083581445e-05,2048.0,1.0,0.07957875818083954,-0.07957875818083954,v0,hcp,21.265830121692147,138
139,TetraBloechl,allKp_without_spin,VASP,Mn,PBE,21.282766683125104,3.24816083581445e-05,23328.0,1.0,0.23916722869724666,0.23916722869724666,v0,hcp,21.333668086391235,139
140,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,247.41540824082298,0.0118090728570522,32.0,1.0,2.72337953658576,2.72337953658576,B,hcp,254.15346883921367,140
141,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,247.41540824082298,0.0118090728570522,2048.0,1.0,1.2423931902367076,1.2423931902367076,B,hcp,250.48928042440326,141
142,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,247.41540824082298,0.0118090728570522,23328.0,1.0,1.359269204077154,-1.359269204077154,B,hcp,244.05236679046368,142
143,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,-21.010753720036398,4.3683763475527e-06,32.0,1.0,16.35378722248194,16.35378722248194,E0,hcp,-24.446807677250856,143
144,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,-21.010753720036398,4.3683763475527e-06,2048.0,1.0,0.4449117663577797,-0.4449117663577797,E0,hcp,-20.9172744045355,144
145,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,-21.010753720036398,4.3683763475527e-06,23328.0,1.0,0.058988595655040936,0.058988595655040936,E0,hcp,-21.023147668592387,145
146,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,4.1944793547931,0.00375561947671895,32.0,1.0,5.229811790567633,5.229811790567633,dB,hcp,4.413842730642995,146
147,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,4.1944793547931,0.00375561947671895,2048.0,1.0,1.914511535731952,1.914511535731952,dB,hcp,4.274783145904509,147
148,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,4.1944793547931,0.00375561947671895,23328.0,1.0,0.7150466854882118,-0.7150466854882118,dB,hcp,4.164486869193166,148
149,TetraBloechl,allKp_without_spin,VASP,Mo,PBE,31.982050162655696,0.000154706550498894,32.0,1.0,9.366002599302565,-9.366002599302565,v0,hcp,28.986610513111113,149
