code,element,energy,exchange,kpoints,structure,volume
VASP,Pt,-6.09118202,PBE,5832.0,fcc,15.92294102108693
VASP,Pt,-6.08559033,PBE,5832.0,fcc,16.079048285999534
VASP,Pt,-6.07800839,PBE,5832.0,fcc,16.23515555091215
VASP,Pt,,PBE,5832.0,fcc,16.391262815824767
VASP,Pt,-6.06190259,PBE,8000.0,fcc,14.830260036324784
VASP,Pt,-6.07468572,PBE,8000.0,fcc,14.986368036707153
VASP,Pt,-6.08431727,PBE,8000.0,fcc,15.142476037089518
VASP,Pt,-6.09100192,PBE,8000.0,fcc,15.298584037471885
VASP,Pt,-6.09491022,PBE,8000.0,fcc,15.45469203785425
VASP,Pt,-6.09621925,PBE,8000.0,fcc,15.610800038236619
VASP,Pt,-6.09508641,PBE,8000.0,fcc,15.766908038618984
VASP,Pt,-6.09167877,PBE,8000.0,fcc,15.923016039001345
VASP,Pt,-6.08613475,PBE,8000.0,fcc,16.079124039383718
VASP,Pt,-6.07859322,PBE,8000.0,fcc,16.235232039766082
VASP,Pt,-6.06917998,PBE,8000.0,fcc,16.391340040148446
VASP,Pt,-6.06272054,PBE,10648.0,fcc,14.829666280664362
VASP,Pt,-6.07549036,PBE,10648.0,fcc,14.98576803098715
VASP,Pt,-6.08512309,PBE,10648.0,fcc,15.141869781309929
VASP,Pt,-6.09180035,PBE,10648.0,fcc,15.297971531632712
VASP,Pt,-6.09570997,PBE,10648.0,fcc,15.454073281955495
VASP,Pt,-6.09702354,PBE,10648.0,fcc,15.61017503227828
VASP,Pt,-6.09590222,PBE,10648.0,fcc,15.766276782601068
VASP,Pt,-6.09249668,PBE,10648.0,fcc,15.922378532923837
VASP,Pt,-6.08695966,PBE,10648.0,fcc,16.07848028324662
VASP,Pt,-6.07941839,PBE,10648.0,fcc,16.23458203356941
VASP,Pt,-6.070004,PBE,10648.0,fcc,16.390683783892193
VASP,Pt,-6.06283683,PBE,13824.0,fcc,14.827219561410908
VASP,Pt,-6.07564159,PBE,13824.0,fcc,14.983295556794168
VASP,Pt,-6.08529892,PBE,13824.0,fcc,15.139371552177458
VASP,Pt,-6.0920022000000005,PBE,13824.0,fcc,15.295447547560725
VASP,Pt,-6.09592218,PBE,13824.0,fcc,15.451523542943995
VASP,Pt,-6.09724485,PBE,13824.0,fcc,15.607599538327264
VASP,Pt,-6.09612665,PBE,13824.0,fcc,15.763675533710535
VASP,Pt,-6.09273073,PBE,13824.0,fcc,15.919751529093814
VASP,Pt,-6.08719154,PBE,13824.0,fcc,16.075827524477084
VASP,Pt,-6.07964936,PBE,13824.0,fcc,16.231903519860364
VASP,Pt,-6.07022707,PBE,13824.0,fcc,16.38797951524363
VASP,Pt,-6.06246895,PBE,17576.0,fcc,14.828120163085707
VASP,Pt,-6.075254599999999,PBE,17576.0,fcc,14.984205638486605
VASP,Pt,-6.08489039,PBE,17576.0,fcc,15.14029111388751
VASP,Pt,-6.09156958,PBE,17576.0,fcc,15.296376589288403
VASP,Pt,-6.09547051,PBE,17576.0,fcc,15.452462064689307
VASP,Pt,-6.09677317,PBE,17576.0,fcc,15.60854754009022
VASP,Pt,-6.09563771,PBE,17576.0,fcc,15.764633015491116
VASP,Pt,-6.09221402,PBE,17576.0,fcc,15.920718490892018
VASP,Pt,-6.08665175,PBE,17576.0,fcc,16.07680396629292
VASP,Pt,-6.0790814000000015,PBE,17576.0,fcc,16.232889441693832
VASP,Pt,-6.06964348,PBE,17576.0,fcc,16.388974917094714
VASP,Pt,-6.06237585,PBE,21952.0,fcc,14.828851439923337
VASP,Pt,-6.0751795999999985,PBE,21952.0,fcc,14.984944612975163
VASP,Pt,-6.08482411,PBE,21952.0,fcc,15.141037786026981
VASP,Pt,-6.09151357,PBE,21952.0,fcc,15.297130959078816
VASP,Pt,-6.09543542,PBE,21952.0,fcc,15.453224132130627
VASP,Pt,-6.09675765,PBE,21952.0,fcc,15.609317305182453
VASP,Pt,-6.095641400000001,PBE,21952.0,fcc,15.765410478234287
VASP,Pt,-6.09224858,PBE,21952.0,fcc,15.921503651286113
VASP,Pt,-6.08671799,PBE,21952.0,fcc,16.07759682433793
VASP,Pt,-6.07918053,PBE,21952.0,fcc,16.233689997389753
VASP,Pt,-6.06977126,PBE,21952.0,fcc,16.38978317044158
VASP,Pt,-6.06258888,PBE,27000.0,fcc,14.828329830991516
VASP,Pt,-6.07538408,PBE,27000.0,fcc,14.984417513423002
VASP,Pt,-6.08503306,PBE,27000.0,fcc,15.140505195854487
VASP,Pt,-6.09173373,PBE,27000.0,fcc,15.296592878285987
VASP,Pt,-6.09566402,PBE,27000.0,fcc,15.452680560717473
VASP,Pt,-6.09699299,PBE,27000.0,fcc,15.60876824314897
VASP,Pt,-6.09588583,PBE,27000.0,fcc,15.764855925580447
VASP,Pt,-6.09249894,PBE,27000.0,fcc,15.920943608011935
VASP,Pt,-6.08697344,PBE,27000.0,fcc,16.07703129044344
VASP,Pt,-6.0794489999999985,PBE,27000.0,fcc,16.233118972874912
VASP,Pt,-6.0700456,PBE,27000.0,fcc,16.389206655306403
VASP,Pt,-6.06247601,PBE,32768.0,fcc,14.828023231553411
VASP,Pt,-6.0752837999999985,PBE,32768.0,fcc,14.98410768662239
VASP,Pt,-6.08493867,PBE,32768.0,fcc,15.140192141691381
VASP,Pt,-6.09164624,PBE,32768.0,fcc,15.296276596760356
VASP,Pt,-6.09557755,PBE,32768.0,fcc,15.452361051829348
VASP,Pt,-6.09690935,PBE,32768.0,fcc,15.608445506898331
VASP,Pt,-6.09580986,PBE,32768.0,fcc,15.764529961967312
VASP,Pt,-6.09242512,PBE,32768.0,fcc,15.9206144170363
VASP,Pt,-6.08690185,PBE,32768.0,fcc,16.07669887210528
VASP,Pt,-6.07937754,PBE,32768.0,fcc,16.232783327174264
VASP,Pt,-6.06997771,PBE,32768.0,fcc,16.38886778224324
VASP,Pt,-6.06245573,PBE,39304.0,fcc,14.827830171860686
VASP,Pt,-6.07526969,PBE,39304.0,fcc,14.983912594722366
VASP,Pt,-6.08492652,PBE,39304.0,fcc,15.139995017584065
VASP,Pt,-6.09163057,PBE,39304.0,fcc,15.296077440445751
VASP,Pt,-6.09555695,PBE,39304.0,fcc,15.452159863307436
VASP,Pt,-6.09688669,PBE,39304.0,fcc,15.608242286169135
VASP,Pt,-6.09578059,PBE,39304.0,fcc,15.764324709030824
VASP,Pt,-6.09239397,PBE,39304.0,fcc,15.920407131892528
VASP,Pt,-6.086867099999999,PBE,39304.0,fcc,16.076489554754218
VASP,Pt,-6.07933584,PBE,39304.0,fcc,16.232571977615912
VASP,Pt,-6.06993249,PBE,39304.0,fcc,16.388654400477602
VASP,Pt,-6.06243736,PBE,46656.0,fcc,14.827863420234328
VASP,Pt,-6.07524572,PBE,46656.0,fcc,14.983946193078893
VASP,Pt,-6.08490763,PBE,46656.0,fcc,15.140028965923465
VASP,Pt,-6.09160509,PBE,46656.0,fcc,15.296111738768039
VASP,Pt,-6.09553378,PBE,46656.0,fcc,15.452194511612609
VASP,Pt,-6.09686606,PBE,46656.0,fcc,15.608277284457165
VASP,Pt,-6.09575981,PBE,46656.0,fcc,15.764360057301744
VASP,Pt,-6.09237288,PBE,46656.0,fcc,15.92044283014633
VASP,Pt,-6.08684732,PBE,46656.0,fcc,16.076525602990895
VASP,Pt,-6.07932018,PBE,46656.0,fcc,16.232608375835472
VASP,Pt,-6.06991601,PBE,46656.0,fcc,16.388691148680035
VASP,Pt,-6.06244102,PBE,54872.0,fcc,14.827811303188836
VASP,Pt,-6.07526083,PBE,54872.0,fcc,14.98389352743292
VASP,Pt,-6.08492381,PBE,54872.0,fcc,15.139975751677008
VASP,Pt,-6.09163457,PBE,54872.0,fcc,15.296057975921107
VASP,Pt,-6.09556553,PBE,54872.0,fcc,15.452140200165202
VASP,Pt,-6.09690049,PBE,54872.0,fcc,15.608222424409295
VASP,Pt,-6.09579919,PBE,54872.0,fcc,15.76430464865339
VASP,Pt,-6.0924185,PBE,54872.0,fcc,15.920386872897474
VASP,Pt,-6.08689938,PBE,54872.0,fcc,16.07646909714158
VASP,Pt,-6.07937379,PBE,54872.0,fcc,16.23255132138567
VASP,Pt,-6.06997771,PBE,54872.0,fcc,16.38863354562976
VASP,Pt,-6.0624679000000015,PBE,64000.0,fcc,14.827425313037883
VASP,Pt,-6.07528889,PBE,64000.0,fcc,14.983503474227765
VASP,Pt,-6.08495649,PBE,64000.0,fcc,15.139581635417633
VASP,Pt,-6.09166888,PBE,64000.0,fcc,15.295659796607499
VASP,Pt,-6.09560285,PBE,64000.0,fcc,15.451737957797365
VASP,Pt,-6.09694311,PBE,64000.0,fcc,15.607816118987234
VASP,Pt,-6.09584709,PBE,64000.0,fcc,15.763894280177116
VASP,Pt,-6.09246805,PBE,64000.0,fcc,15.919972441366987
VASP,Pt,-6.08694912,PBE,64000.0,fcc,16.07605060255687
VASP,Pt,-6.07942818,PBE,64000.0,fcc,16.232128763746733
VASP,Pt,-6.07003161,PBE,64000.0,fcc,16.388206924936608
VASP,Pt,-6.06247834,PBE,74088.0,fcc,14.82751742725747
VASP,Pt,-6.07529394,PBE,74088.0,fcc,14.983596558070722
VASP,Pt,-6.08495774,PBE,74088.0,fcc,15.139675688883946
VASP,Pt,-6.09166758,PBE,74088.0,fcc,15.295754819697185
VASP,Pt,-6.09559878,PBE,74088.0,fcc,15.45183395051043
VASP,Pt,-6.09693332,PBE,74088.0,fcc,15.607913081323655
VASP,Pt,-6.09583601,PBE,74088.0,fcc,15.763992212136898
VASP,Pt,-6.09245786,PBE,74088.0,fcc,15.920071342950132
VASP,Pt,-6.08694192,PBE,74088.0,fcc,16.076150473763366
VASP,Pt,-6.07942038,PBE,74088.0,fcc,16.232229604576617
VASP,Pt,-6.07002778,PBE,74088.0,fcc,16.38830873538985
VASP,Pt,-6.06239852,PBE,85184.0,fcc,14.827589969273525
VASP,Pt,-6.07521836,PBE,85184.0,fcc,14.983669863686936
VASP,Pt,-6.08487991,PBE,85184.0,fcc,15.139749758100338
VASP,Pt,-6.09158971,PBE,85184.0,fcc,15.295829652513738
VASP,Pt,-6.09551813,PBE,85184.0,fcc,15.45190954692715
VASP,Pt,-6.09685091,PBE,85184.0,fcc,15.607989441340553
VASP,Pt,-6.09574635,PBE,85184.0,fcc,15.764069335753955
VASP,Pt,-6.09236192,PBE,85184.0,fcc,15.920149230167368
VASP,Pt,-6.08684272,PBE,85184.0,fcc,16.07622912458077
VASP,Pt,-6.07932416,PBE,85184.0,fcc,16.232309018994187
VASP,Pt,-6.06992675,PBE,85184.0,fcc,16.388388913407578
VASP,Pt,-6.06238546,PBE,97336.0,fcc,14.827645135887256
VASP,Pt,-6.07520977,PBE,97336.0,fcc,14.983725611001857
VASP,Pt,-6.08487681,PBE,97336.0,fcc,15.139806086116462
VASP,Pt,-6.09158784,PBE,97336.0,fcc,15.29588656123107
VASP,Pt,-6.09552263,PBE,97336.0,fcc,15.451967036345662
VASP,Pt,-6.09686258,PBE,97336.0,fcc,15.608047511460265
VASP,Pt,-6.09576728,PBE,97336.0,fcc,15.764127986574874
VASP,Pt,-6.09238611,PBE,97336.0,fcc,15.92020846168948
VASP,Pt,-6.08687289,PBE,97336.0,fcc,16.076288936804087
VASP,Pt,-6.07935236,PBE,97336.0,fcc,16.232369411918686
VASP,Pt,-6.06995746,PBE,97336.0,fcc,16.388449887033275
VASP,Pt,-6.06242203,PBE,110592.0,fcc,14.827435012050385
VASP,Pt,-6.07524422,PBE,110592.0,fcc,14.983513275335126
VASP,Pt,-6.08491894,PBE,110592.0,fcc,15.139591538619866
VASP,Pt,-6.09163058,PBE,110592.0,fcc,15.295669801904616
VASP,Pt,-6.09557281,PBE,110592.0,fcc,15.451748065189355
VASP,Pt,-6.09691445,PBE,110592.0,fcc,15.607826328474099
VASP,Pt,-6.09581885,PBE,110592.0,fcc,15.76390459175884
VASP,Pt,-6.09243914,PBE,110592.0,fcc,15.91998285504358
VASP,Pt,-6.08692472,PBE,110592.0,fcc,16.076061118328315
VASP,Pt,-6.07940701,PBE,110592.0,fcc,16.23213938161307
VASP,Pt,-6.07001531,PBE,110592.0,fcc,16.388217644897793
VASP,Pt,-6.06242584,PBE,125000.0,fcc,14.827262874626665
VASP,Pt,-6.0752486,PBE,125000.0,fcc,14.98333932593853
VASP,Pt,-6.08491903,PBE,125000.0,fcc,15.139415777250385
VASP,Pt,-6.09163565,PBE,125000.0,fcc,15.295492228562253
VASP,Pt,-6.09557834,PBE,125000.0,fcc,15.451568679874114
VASP,Pt,-6.09691741,PBE,125000.0,fcc,15.60764513118597
VASP,Pt,-6.09582374,PBE,125000.0,fcc,15.76372158249783
VASP,Pt,-6.09244948,PBE,125000.0,fcc,15.919798033809688
VASP,Pt,-6.08693334,PBE,125000.0,fcc,16.075874485121542
VASP,Pt,-6.07942108,PBE,125000.0,fcc,16.231950936433414
VASP,Pt,-6.07002817,PBE,125000.0,fcc,16.388027387745268
VASP,Pt,-6.06243233,PBE,140608.0,fcc,14.827286675135412
VASP,Pt,-6.07525517,PBE,140608.0,fcc,14.98336337697894
VASP,Pt,-6.08492897,PBE,140608.0,fcc,15.139440078822467
VASP,Pt,-6.0916373,PBE,140608.0,fcc,15.295516780666008
VASP,Pt,-6.09557715,PBE,140608.0,fcc,15.451593482509534
VASP,Pt,-6.09692029,PBE,140608.0,fcc,15.607670184353061
VASP,Pt,-6.09582617,PBE,140608.0,fcc,15.763746886196609
VASP,Pt,-6.09244715,PBE,140608.0,fcc,15.919823588040126
VASP,Pt,-6.08693324,PBE,140608.0,fcc,16.07590028988367
VASP,Pt,-6.07941577,PBE,140608.0,fcc,16.231976991727187
VASP,Pt,-6.07002447,PBE,140608.0,fcc,16.388053693570722
VASP,Pt,-6.06238919,PBE,157464.0,fcc,14.827390334876249
VASP,Pt,-6.07521216,PBE,157464.0,fcc,14.983468127874945
VASP,Pt,-6.08488148,PBE,157464.0,fcc,15.139545920873651
VASP,Pt,-6.09159474,PBE,157464.0,fcc,15.295623713872335
VASP,Pt,-6.09553685,PBE,157464.0,fcc,15.451701506871036
VASP,Pt,-6.09687636,PBE,157464.0,fcc,15.607779299869735
VASP,Pt,-6.09578446,PBE,157464.0,fcc,15.763857092868431
VASP,Pt,-6.09240886,PBE,157464.0,fcc,15.919934885867136
VASP,Pt,-6.08689775,PBE,157464.0,fcc,16.076012678865823
VASP,Pt,-6.07938216,PBE,157464.0,fcc,16.232090471864527
VASP,Pt,-6.0699909000000005,PBE,157464.0,fcc,16.388168264863225
VASP,Pt,-6.06238501,PBE,175616.0,fcc,14.82729378519467
VASP,Pt,-6.07521268,PBE,175616.0,fcc,14.983370561880932
VASP,Pt,-6.08488549,PBE,175616.0,fcc,15.139447338567185
VASP,Pt,-6.09160356,PBE,175616.0,fcc,15.295524115253446
VASP,Pt,-6.09554522,PBE,175616.0,fcc,15.451600891939695
VASP,Pt,-6.09689026,PBE,175616.0,fcc,15.60767766862597
VASP,Pt,-6.09579991,PBE,175616.0,fcc,15.763754445312227
VASP,Pt,-6.09242524,PBE,175616.0,fcc,15.919831221998491
VASP,Pt,-6.08691377,PBE,175616.0,fcc,16.075907998684755
VASP,Pt,-6.07939857,PBE,175616.0,fcc,16.231984775371014
VASP,Pt,-6.07000855,PBE,175616.0,fcc,16.388061552057266
VASP,Pt,-6.06236109,PBE,195112.0,fcc,14.826552770915036
VASP,Pt,-6.07519995,PBE,195112.0,fcc,14.982621747450967
VASP,Pt,-6.08488542,PBE,195112.0,fcc,15.138690723986926
VASP,Pt,-6.0916119,PBE,195112.0,fcc,15.294759700522865
VASP,Pt,-6.09556803,PBE,195112.0,fcc,15.450828677058814
VASP,Pt,-6.09692472,PBE,195112.0,fcc,15.606897653594768
VASP,Pt,-6.095840900000002,PBE,195112.0,fcc,15.762966630130718
VASP,Pt,-6.09247774,PBE,195112.0,fcc,15.919035606666654
VASP,Pt,-6.08697223,PBE,195112.0,fcc,16.075104583202606
VASP,Pt,-6.07946698,PBE,195112.0,fcc,16.23117355973856
VASP,Pt,-6.07008629,PBE,195112.0,fcc,16.38724253627451
VASP,Pt,-6.06241863,PBE,216000.0,fcc,14.827118712283902
VASP,Pt,-6.07524605,PBE,216000.0,fcc,14.983193646097414
VASP,Pt,-6.08492151,PBE,216000.0,fcc,15.139268579910928
VASP,Pt,-6.09163562,PBE,216000.0,fcc,15.295343513724447
VASP,Pt,-6.09557989,PBE,216000.0,fcc,15.451418447537955
VASP,Pt,-6.09692396,PBE,216000.0,fcc,15.607493381351476
VASP,Pt,,PBE,216000.0,fcc,15.763568315164981
VASP,Pt,,PBE,216000.0,fcc,15.9196432489785
VASP,Pt,,PBE,216000.0,fcc,16.07571818279202
VASP,Pt,,PBE,216000.0,fcc,16.231793116605527
VASP,Pt,,PBE,216000.0,fcc,16.38786805041904
VASP,Pt,-6.07713092,PBE,1331.0,fcc,14.811104809000001
VASP,Pt,-6.08992505,PBE,1331.0,fcc,14.9670111754
VASP,Pt,-6.099565900000001,PBE,1331.0,fcc,15.122917541800001
VASP,Pt,-6.10622325,PBE,1331.0,fcc,15.2788239082
VASP,Pt,-6.11009498,PBE,1331.0,fcc,15.4347302746
VASP,Pt,-6.11135361,PBE,1331.0,fcc,15.590636641
VASP,Pt,-6.11017037,PBE,1331.0,fcc,15.7465430074
VASP,Pt,-6.10667552,PBE,1331.0,fcc,15.902449373800001
VASP,Pt,-6.10107003,PBE,1331.0,fcc,16.0583557402
VASP,Pt,-6.09342603,PBE,1331.0,fcc,16.2142621067
VASP,Pt,-6.08389113,PBE,1331.0,fcc,16.370168473099998
VASP,Pt,-6.06425113,PBE,6859.0,fcc,14.826744070799998
VASP,Pt,-6.0770582000000015,PBE,6859.0,fcc,14.982815061099998
VASP,Pt,-6.08670452,PBE,6859.0,fcc,15.138886051300002
VASP,Pt,-6.09339284,PBE,6859.0,fcc,15.294957041500002
VASP,Pt,-6.09730715,PBE,6859.0,fcc,15.4510280317
VASP,Pt,-6.09862163,PBE,6859.0,fcc,15.6070990219
VASP,Pt,-6.09749316,PBE,6859.0,fcc,15.7631700122
VASP,Pt,-6.09407168,PBE,6859.0,fcc,15.9192410024
VASP,Pt,-6.08851529,PBE,6859.0,fcc,16.0753119926
VASP,Pt,-6.08095716,PBE,6859.0,fcc,16.2313829828
VASP,Pt,-6.07152189,PBE,6859.0,fcc,16.387453973
VASP,Pt,-6.06234008,PBE,226981.0,fcc,14.826625749100002
VASP,Pt,-6.07517936,PBE,226981.0,fcc,14.982695493800001
VASP,Pt,-6.08486407,PBE,226981.0,fcc,15.1387652385
VASP,Pt,-6.09158951,PBE,226981.0,fcc,15.2948349832
VASP,Pt,-6.0955455,PBE,226981.0,fcc,15.450904728
VASP,Pt,-6.09690087,PBE,226981.0,fcc,15.6069744727
VASP,Pt,-6.09581688,PBE,226981.0,fcc,15.763044217400001
VASP,Pt,-6.09245474,PBE,226981.0,fcc,15.9191139621
VASP,Pt,-6.08695004,PBE,226981.0,fcc,16.0751837069
VASP,Pt,-6.07944599,PBE,226981.0,fcc,16.2312534516
VASP,Pt,-6.0700660000000015,PBE,226981.0,fcc,16.387323196300002
